title,location,price_final_pen,bedroom,bathroom,area,year_contruction,maintenance_num,housing_type,operation_type
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",4050.0,3 dormitorios,3 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ",7500.0,4 dormitorios,4 baños,258 m²,2001,304.0,Casa,Alquiler
Apartamento en alquiler en Urb Cercado de Miraflores,"Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",5400.0,3 dormitorios,5 baños,242 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",3000.0,3 dormitorios,2 baños,72 m²,2022,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Paraiso El Dorado Iii Etapa,"Ur. Paraiso El Dorado Iii Etapa, San Martín de Porres, Lima, Lima ",835.0,3 dormitorios,1 baño,66 m²,2015,130.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2100.0,2 dormitorios,2 baños,80 m²,2004,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",1419.0,1 dormitorio,1 baño,48 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",5400.0,3 dormitorios,2 baños,240 m²,1990,304.0,Apartamento,Alquiler
Casa de playa en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,3 baños,1 Medio baño,2019,300.0,Casa de playa,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",2700.0,2 dormitorios,2 baños,62 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Rio Seco,"Rio Seco, Cerro Colorado, Arequipa, Arequipa ",2000.0,3 dormitorios,2 baños,110 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Cayma,"Cayma, Arequipa, Arequipa ",2550.0,3 dormitorios,2 baños,90 m²,2021,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Orrantia Del Mar Zona Iv,"Ur. Orrantia Del Mar Zona Iv, San Isidro, Lima, Lima ",6000.0,3 dormitorios,5 baños,313 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",4050.0,3 dormitorios,3 baños,214 m²,2020,450.0,Apartamento,Alquiler
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",5400.0,4 dormitorios,3 baños,260 m²,1990,700.0,Casa,Alquiler
Apartamento en alquiler en Bellavista,"Bellavista, Callao, Callao ",1400.0,2 dormitorios,1 baño,70 m²,2010,50.0,Apartamento,Alquiler
Apartamento en alquiler en Callao,"Callao, Callao, Callao ",1100.0,3 dormitorios,1 baño,75 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Justina,"Ur. Santa Justina, Santiago de Surco, Lima, Lima ",4200.0,3 dormitorios,4 baños,190 m²,2014,600.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",3300.0,2 dormitorios,3 baños,104 m²,2020,520.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",999.0,1 dormitorio,1 baño,20 m²,2000,55.0,Apartamento,Alquiler
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ",4050.0,3 dormitorios,2 baños,214 m²,2001,450.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Laura,"Ur. Santa Laura, Chorrillos, Lima, Lima ",1600.0,1 dormitorio,1 baño,37 m²,2015,150.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3900.0,3 dormitorios,3 baños,160 m²,2022,720.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",2000.0,2 dormitorios,2 baños,60 m²,2022,160.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Libertad,"Ur. Libertad, San Miguel, Lima, Lima ",2000.0,2 dormitorios,2 baños,60 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Luz,"Ur. La Luz, Lima, Lima, Lima ",2200.0,2 dormitorios,1 baño,70 m²,2021,1.0,Apartamento,Alquiler
Casa en alquiler en Co. La Molina Real,"Co. La Molina Real, La Molina, Lima, Lima ",6600.0,5 dormitorios,5 baños,280 m²,2013,600.0,Casa,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",2250.0,1 dormitorio,1 baño,70 m²,2022,225.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",1800.0,2 dormitorios,1 baño,100 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",5100.0,4 dormitorios,3 baños,360 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Monte Carmelo,"Ur. Monte Carmelo, La Victoria, Lima, Lima ",2500.0,3 dormitorios,2 baños,125 m²,1982,200.0,Apartamento,Alquiler
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ",2400.0,3 dormitorios,2 baños,120 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Alameda,"Ur. La Alameda, Santiago de Surco, Lima, Lima ",1860.0,2 dormitorios,2 baños,95 m²,1990,130.0,Apartamento,Alquiler
Casa en alquiler en Surquillo,"Surquillo, Lima, Lima ",7200.0,7 dormitorios,5 baños,180 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ",1050.0,2 dormitorios,1 baño,58 m²,2021,100.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3200.0,2 dormitorios,3 baños,86 m²,2019,400.0,Apartamento,Alquiler
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ",1200.0,1 dormitorio,1 baño,38 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",650.0,1 dormitorio,1 baño,45 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",650.0,1 dormitorio,1 baño,45 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",3300.0,2 dormitorios,2 baños,126 m²,2017,530.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Juan Bautista De Chorrillos,"Ur. San Juan Bautista De Chorrillos, Chorrillos, Lima, Lima ",1200.0,1 dormitorio,1 baño,40 m²,1995,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",2400.0,1 dormitorio,2 baños,83 m²,2019,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Casuarinas Sur,"Ur. Casuarinas Sur, Santiago de Surco, Lima, Lima ",2250.0,3 dormitorios,2 baños,115 m²,2014,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",5640.0,3 dormitorios,2 baños,235 m²,2008,1.0,Apartamento,Alquiler
Apartamento en alquiler en Urb las Gardenias Etapa 1,"Urb las Gardenias Etapa 1, Provincia de Lima, Provincia de Lima ",4500.0,7 dormitorios,3 baños,180 m²,2020,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",3450.0,3 dormitorios,4 baños,135 m²,2014,520.0,Apartamento,Alquiler
Apartamento en alquiler en El Callao,"El Callao, Callao, Callao ",600.0,1 dormitorio,1 baño,40 m²,2022,1.0,Apartamento,Alquiler
Casa en alquiler en Ag. Inmaculada,"Ag. Inmaculada, Cayma, Arequipa, Arequipa ",4800.0,8 dormitorios,4 baños,520 m²,2000,1.0,Casa,Alquiler
Casa en alquiler en Manantay,"Manantay, Coronel Portillo, Ucayali ",3600.0,3 dormitorios,2 baños,220 m²,2015,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Aurora Este,"Ur. Aurora Este, Surquillo, Lima, Lima ",2300.0,2 dormitorios,1 baño,75 m²,1979,1.0,Apartamento,Alquiler
Casa en alquiler en Cayma,"Cayma, Arequipa, Arequipa ",6500.0,3 dormitorios,3 baños,210 m²,2010,6.0,Casa,Alquiler
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ",8400.0,3 dormitorios,2 baños,570 m²,2001,670.0,Casa,Alquiler
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, San Isidro, Lima, Lima ",4200.0,3 dormitorios,3 baños,176 m²,2014,1.0,Apartamento,Alquiler
Apartamento en alquiler en Asia,"Asia, Cañete, Lima ",3000.0,4 dormitorios,3 baños,160 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",1650.0,2 dormitorios,1 baño,62 m²,2008,180.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",6000.0,3 dormitorios,2 baños,200 m²,2018,603.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3000.0,3 dormitorios,3 baños,120 m²,2019,450.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Begonias,"Ur. Las Begonias, San Borja, Lima, Lima ",2900.0,3 dormitorios,3 baños,120 m²,1990,140.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2900.0,4 dormitorios,3 baños,120 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",4500.0,3 dormitorios,3 baños,150 m²,2022,700.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",2550.0,3 dormitorios,3 baños,114 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",5400.0,2 dormitorios,3 baños,170 m²,2013,506.0,Apartamento,Alquiler
Casa en alquiler en Ur. Monte Carmelo,"Ur. Monte Carmelo, La Victoria, Lima, Lima ",4900.0,3 dormitorios,3 baños,260 m²,1988,304.0,Casa,Alquiler
Apartamento en alquiler en Santa Rosa,"Santa Rosa, Provincia de Lima, Provincia de Lima ",7500.0,3 dormitorios,3 baños,217 m²,2022,880.0,Apartamento,Alquiler
Casa en alquiler en As. Miguel Grau,"As. Miguel Grau, San Bartolo, Lima, Lima ",1350.0,3 dormitorios,1 baño,120 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Los Andenes,"Ur. Los Andenes, Cayma, Arequipa, Arequipa ",2300.0,3 dormitorios,3 baños,120 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, Santiago de Surco, Lima, Lima ",2250.0,3 dormitorios,3 baños,121 m²,2007,160.0,Apartamento,Alquiler
Apartamento en alquiler en Lo. Chacra Cerro,"Lo. Chacra Cerro, Comas, Lima, Lima ",800.0,3 dormitorios,1 baño,49 m²,2016,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Laderas De Melgarejo,"Ur. Las Laderas De Melgarejo, La Molina, Lima, Lima ",2300.0,2 dormitorios,3 baños,76 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2850.0,2 dormitorios,3 baños,128 m²,2018,550.0,Apartamento,Alquiler
Casa en alquiler en Asia,"Asia, Cañete, Lima ",1800.0,4 dormitorios,4 baños,700 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",2400.0,2 dormitorios,2 baños,145 m²,2023,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Mayorazgo Etapa Iv,"Ur. Mayorazgo Etapa Iv, Ate, Lima, Lima ",2000.0,2 dormitorios,2 baños,120 m²,1998,170.0,Apartamento,Alquiler
Apartamento en alquiler en Sd. Aeropuerto De Collique,"Sd. Aeropuerto De Collique, Comas, Lima, Lima ",800.0,2 dormitorios,1 baño,60 m²,2016,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ",6600.0,3 dormitorios,3 baños,300 m²,2014,170.0,Apartamento,Alquiler
Apartamento en alquiler en Urb los Patricios,"Urb los Patricios, Provincia de Lima, Provincia de Lima ",3600.0,3 dormitorios,2 baños,99 m²,2006,310.0,Apartamento,Alquiler
Apartamento en alquiler en Las Acacias,"Las Acacias, Provincia de Lima, Provincia de Lima ",1950.0,1 dormitorio,1 baño,130 m²,2012,304.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",1800.0,1 dormitorio,1 baño,60 m²,2023,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ",2850.0,3 dormitorios,2 baños,82 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",3000.0,3 dormitorios,2 baños,112 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Lo. Parcelacion - Ex Fundo La Estrella Sector 23,"Lo. Parcelacion - Ex Fundo La Estrella Sector 23, Ate, Lima, Lima ",1000.0,3 dormitorios,2 baños,65 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Maranga Etapa Ii,"Ur. Maranga Etapa Ii, San Miguel, Lima, Lima ",2500.0,3 dormitorios,2 baños,124 m²,1995,304.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2550.0,2 dormitorios,2 baños,90 m²,2020,290.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2550.0,2 dormitorios,2 baños,90 m²,2012,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",3300.0,2 dormitorios,3 baños,110 m²,2022,380.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, San Isidro, Lima, Lima ",4500.0,3 dormitorios,4 baños,200 m²,2011,800.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3750.0,1 dormitorio,1 baño,110 m²,2019,462.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",6600.0,4 dormitorios,3 baños,330 m²,2006,600.0,Casa,Alquiler
Apartamento en alquiler en Chacra Rios Sur,"Chacra Rios Sur, Provincia de Lima, Provincia de Lima ",1469.0,2 dormitorios,2 baños,58 m²,2017,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",6900.0,4 dormitorios,3 baños,330 m²,2006,600.0,Casa,Alquiler
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",6300.0,4 dormitorios,3 baños,300 m²,2006,600.0,Casa,Alquiler
Casa en alquiler en Urb Señorial,"Urb Señorial, Arequipa, Arequipa ",4000.0,3 dormitorios,4 baños,200 m²,2022,304.0,Casa,Alquiler
Casa en alquiler en Ur. Las Palmas De Surco,"Ur. Las Palmas De Surco, Santiago de Surco, Lima, Lima ",5800.0,4 dormitorios,3 baños,274 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. S/N,"Ur. S/N, Lince, Lima, Lima ",1900.0,1 dormitorio,1 baño,47 m²,2022,200.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",4650.0,2 dormitorios,3 baños,153 m²,2021,580.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Patricia Etapa Ii,"Ur. Santa Patricia Etapa Ii, La Molina, Lima, Lima ",1500.0,2 dormitorios,1 baño,75 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Rafael,"Ur. San Rafael, Breña, Lima, Lima ",1100.0,2 dormitorios,1 baño,60 m²,2014,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",1800.0,1 dormitorio,1 baño,41 m²,2023,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Patricia Etapa Iii,"Ur. Santa Patricia Etapa Iii, La Molina, Lima, Lima ",1100.0,2 dormitorios,1 baño,50 m²,2014,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Tejada Alta,"Ur. Tejada Alta, Barranco, Lima, Lima ",1770.0,1 dormitorio,1 baño,45 m²,2023,240.0,Apartamento,Alquiler
Casa en alquiler en Chiclayo,"Chiclayo, Chiclayo, Lambayeque ",3000.0,5 dormitorios,3 baños,128 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ",2600.0,2 dormitorios,2 baños,69 m²,2015,250.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,90 m²,2002,350.0,Apartamento,Alquiler
Apartamento en alquiler en Comas,"Comas, Lima, Lima ",900.0,3 dormitorios,1 baño,56 m²,2023,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",2340.0,3 dormitorios,2 baños,105 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Federico Villarreal,"Ur. Federico Villarreal, Chiclayo, Chiclayo, Lambayeque ",3000.0,5 dormitorios,3 baños,128 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Nuevo Chimbote,"Nuevo Chimbote, Santa, Ancash ",900.0,3 dormitorios,3 baños,108 m²,2019,10.0,Apartamento,Alquiler
Apartamento en alquiler en Nuevo Chimbote,"Nuevo Chimbote, Santa, Ancash ",450.0,1 dormitorio,1 baño,35 m²,2020,1.0,Apartamento,Alquiler
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",1100.0,1 dormitorio,1 baño,12 m²,2,1.0,Habitación,Alquiler
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",1200.0,1 dormitorio,1 baño,17 m²,2,1.0,Habitación,Alquiler
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ",2800.0,3 dormitorios,3 baños,108 m²,2022,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",5400.0,2 dormitorios,2 baños,165 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",5700.0,3 dormitorios,3 baños,195 m²,2016,900.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",3600.0,3 dormitorios,2 baños,133 m²,2010,572.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Rosario,"Ur. El Rosario, San Isidro, Lima, Lima ",5700.0,3 dormitorios,2 baños,203 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en As. Santa Clarita,"As. Santa Clarita, Ate, Lima, Lima ",950.0,3 dormitorios,2 baños,74 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,90 m²,2022,260.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",4200.0,2 dormitorios,2 baños,191 m²,2022,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Patricios (San Felipe),"Ur. Los Patricios (San Felipe), Jesús María, Lima, Lima ",2400.0,3 dormitorios,2 baños,76 m²,2005,268.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Huacrachuco,"Ur. Huacrachuco, Chorrillos, Lima, Lima ",1200.0,1 dormitorio,1 baño,40 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",2400.0,3 dormitorios,2 baños,93 m²,2022,200.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ",3300.0,3 dormitorios,3 baños,165 m²,2012,520.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",1700.0,1 dormitorio,1 baño,40 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. German Astete,"Ur. German Astete, La Perla, Callao, Callao ",1600.0,3 dormitorios,2 baños,82 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",3600.0,2 dormitorios,2 baños,106 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Monterrico Chico,"Fundo Monterrico Chico, Provincia de Lima, Provincia de Lima ",3300.0,3 dormitorios,3 baños,131 m²,2012,380.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",4950.0,3 dormitorios,2 baños,161 m²,1968,800.0,Apartamento,Alquiler
Casa en alquiler en Piura,"Piura, Piura, Piura ",4500.0,6 dormitorios,7 baños,500 m²,2019,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ",3000.0,3 dormitorios,3 baños,94 m²,2022,220.0,Apartamento,Alquiler
Casa en alquiler en Piura,"Piura, Piura, Piura ",3750.0,3 dormitorios,5 baños,200 m²,2018,200.0,Casa,Alquiler
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, Magdalena del Mar, Lima, Lima ",2250.0,1 dormitorio,1 baño,45 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en San Borja,"San Borja, Lima, Lima ",2400.0,3 dormitorios,2 baños,95 m²,2022,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,85 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Pueblo Libre, Lima, Lima ",2500.0,3 dormitorios,3 baños,150 m²,2012,180.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Vista Alegre,"Ur. Vista Alegre, Santiago de Surco, Lima, Lima ",4100.0,3 dormitorios,3 baños,92 m²,2023,280.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ",2500.0,2 dormitorios,2 baños,75 m²,2015,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle Hermoso Residencial Etapa Ii,"Ur. Valle Hermoso Residencial Etapa Ii, Santiago de Surco, Lima, Lima ",4200.0,3 dormitorios,3 baños,300 m²,2010,480.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",7800.0,3 dormitorios,3 baños,330 m²,2000,1.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3000.0,3 dormitorios,3 baños,112 m²,2022,570.0,Apartamento,Alquiler
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",4500.0,3 dormitorios,2 baños,115 m²,2008,900.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,2 baños,1 Medio baño,2003,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Nueva Castilla,"Ur. Nueva Castilla, Santiago de Surco, Lima, Lima ",2940.0,3 dormitorios,3 baños,140 m²,2018,304.0,Apartamento,Alquiler
Casa de playa en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ",3900.0,4 dormitorios,4 baños,1 Medio baño,2015,304.0,Casa de playa,Alquiler
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",2970.0,4 dormitorios,3 baños,"1,024 m²",2021,450.0,Casa,Alquiler
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",4800.0,5 dormitorios,6 baños,"1,024 m²",2018,304.0,Casa,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",7200.0,3 dormitorios,2 baños,200 m²,2006,650.0,Apartamento,Alquiler
Casa de playa en alquiler en Cerro Azul,"Cerro Azul, Cañete, Lima ",3000.0,4 dormitorios,4 baños,1 Medio baño,2022,304.0,Casa de playa,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",2100.0,1 dormitorio,1 baño,50 m²,2014,221.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2850.0,2 dormitorios,3 baños,85 m²,2013,450.0,Apartamento,Alquiler
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",7950.0,3 dormitorios,3 baños,450 m²,1995,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Maranga Etapa Iii,"Ur. Maranga Etapa Iii, San Miguel, Lima, Lima ",1600.0,2 dormitorios,1 baño,53 m²,1990,304.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",2800.0,2 dormitorios,3 baños,115 m²,2010,1.0,Apartamento,Alquiler
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",7500.0,5 dormitorios,5 baños,300 m²,2017,304.0,Casa,Alquiler
